"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1S016834","61530","LOS PRADOS CONDO 1 INC","Duval","7758 LAS PALMAS WAY, JACKSONVILLE, FL 32256-0221","125","01/01/1972","Approved","Recorded","MA00006321","LOS PRADOS CONDO NO 1","C/O THE CAM TEAM","2233 PARK AVENUE","ORANGE PARK","FL","32073"
"PR1S017066","61694","CONCORDIA CONDO","Alachua","NW 39TH ROAD PO BOX 12299, GAINESVILLE, FL 32607","34","01/01/1973","Approved","Recorded","MA00015039","CONCORDIA CORPORATION","","106  NW 33RD CT. STE A","GAINESVILLE","FL","32607"
"PR1S017214","61802","CRESTON HOUSE","St. Johns","RURAL ROUTE 05, SAINT AUGUSTINE, FL 32084-9805","60","12/10/1973","Approved","Recorded","MA00010959","CRESTON HOUSE ASSN","","5930 A1A HWY S","SAINT AUGUSTINE","FL","32084-7002"
"PR1S017508","61996","MARINERS WATCH CONDO","St. Johns","1100 A1A N VILANO BEACH, ST AUGUSTINE, FL 32084","32","11/28/1972","Approved","Recorded","MA00015632","MARINERS WATCH CONDO ASSN INC","C/O A1A REALTY ASSOCIATES","101-C RIO DEL MAR ST","ST. AUGUSTINE","FL","32080"
"PR1S018357","62562","ISLAND HOUSE CONDO","St. Johns","A1A SOUTH AT MARY STREET, ST AUGUSTINE, FL 32084","60","01/01/1973","Approved","Recorded","MA00009957","ISLAND HOUSE OF CRESCENT BEACH INC","C/O JONES CPA & ASSOC","3670 US HWY 1 SOUTH","SAINT AUGUSTINE","FL","32086"
"PR1S022150","64303","RESERVATION, A CONDO, THE","Leon","317 HAYDEN ROAD, TALLAHASSEE, FL 32304-4283","7","08/10/1992","Approved","Recorded","MA00020563","RESERVATION CONDO ASSN INC THE","C/O LEONARD A BELLI","3707 COUNTRYSIDE ROAD","SARASOTA","FL","34233"
"PR1S010823","58886","MAGNOLIA HOUSE, A CONDO","Okaloosa","480 GULF SHORE DR, DESTIN, FL 32541-3094","66","04/21/1986","Approved","Recorded","MA00015538","MAGNOLIA HOUSE CONDO ASSN INC","C/O DEPT 641-PROGRESSIVE MGMT OF AMERICA","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1S010865","58908","VILLA MANILA, A CONDO","Duval","15 17TH AVENUE NORTH, JACKSONVILLE, FL 32250-7436","11","05/11/1984","Approved","Recorded","MA00005316","VILLA MANILA CONDO ASSOC.,INC.","","PO BOX 932","PONTE VEDRA BEACH","FL","32004"
"PR1S010902","58923","LITTLE BAY HARBOR CONDO","St. Johns","CHIMNEY RIDGE DR, PONTE VEDRA, FL 32082","43","01/24/1985","Approved","Recorded","MA00001791","LITTLE BAY HARBOR CONDO ASSN INC","C/O TAMMY QUILLER - CLIENT ACCOUNTANT","5455 A1A SOUTH","SAINT AUGUSTINE","FL","32080"
"PR1S011253","59060","COMMODORE, A CONDO (THE)","Bay","4715 THOMAS DR, PANAMA CITY BEACH, FL 32408","135","05/10/1985","Approved","Recorded","MA00003729","COMMODORE OWNERS ASSOC., INC., THE","","4715 THOMAS DRIVE","PANAMA CITY BEACH","FL","32407-7337"
"PR1S011355","59100","SPRINGWOOD VILLAGE","Marion","2533 SE 15TH AVE, OCALA, FL 34471-6013","152","01/01/1973","Approved","Recorded","MA00001758","SPRINGWOOD VILLAGE CONDO ASSN INC","C/O VINE MANAGEMENT","3300 SW 34TH AVE","OCALA","FL","34474"
"PR1S011420","59133","QUAIL POINTE I","St. Johns","QUAIL POINTE LANE, PONTE VEDRA BEACH, FL 32082","49","01/23/1979","Approved","Recorded","MA00016860","QUAIL POINTE CONDO ASSN","C/O MAY MANAGEMENT SERVICES INC","5455 A1A SOUTH","SAINT AUGUSTINE","FL","32080"
"PR1S012075","59314","QUAIL POINTE II CONDO","St. Johns","SAWGRASS & PRESTON VEDRE, PONTE VEDRA BEACH, FL 32802","33","03/10/1980","Approved","Recorded","MA00001339","QUAIL POINTE II CONDO ASSN INC","C/O ASSN PROPERTY MGMT OF PONTE VEDRA","3201 SAWGRASS VILLAGE CIRCLE","PONTE VEDRA BEACH","FL","32082"
"PR1S012266","59349","PINNACLE PORT PH A-D","Bay","23223 W HIGHWAY 98 A, PANAMA CITY, FL 32407-1008","408","01/01/1976","Approved","Recorded","MA00001793","PINNACLE PORT COMMUNITY ASSOC INC PHASE A B C D","C/O JAMES FLICK - GENERAL MANAGER","23223 FRONT BEACH ROAD","PANAMA CITY BEACH","FL","32413"
"PR1S012506","59443","BAYOU POINT VILLAS, A CONDO","Bay","1320 E 5TH STREET, PANAMA CITY, FL 32401","28","10/29/1985","Approved","Recorded","MA00015856","BAYOU POINTE VILLAS, INC.","","PO BOX 471","PANAMA CITY","FL","32402"
"PR1S013258","59722","HILLBROOK TOWN HOMES","Escambia","4400 N 9TH AVE, PENSACOLA, FL 32503-2831","31","04/03/1974","Approved","Recorded","MA00011834","HILLBROOK TOWNHOMES, INC.","","32 HILLBROOK WAY","PENSACOLA","FL","32503-2850"
"PR1S013556","59859","ST. ANDREWS III OF TALLAHASSEE, A CONDO.","Leon","1970 NICKLAUS DR, TALLAHASSEE, FL 32301-6097","4","03/10/1986","Approved","Recorded","MA00001537","ST ANDREWS III OF TALLAHASSEE CONDO ASSN INC C/O SARAH ESNER","","1970 NICKLAUS DR C","TALLAHASSEE","FL","32301"
"PR1S013715","59976","DUNES OF PANAMA PH IV, A CONDO","Bay","7205 THOMAS DR, PANAMA CITY, FL 32407-7593","72","04/01/1982","Approved","Recorded","MA00006737","DUNES OF PANAMA PH IV CONDO ASSN","","7205 THOMAS DR OFC C","PANAMA CITY","FL","32407-7536"
"PR1S014057","60047","PLAZA RIDGE, A CONDO","Marion","PINE THICK ST&SILVER LK RD, SILVER SPRINGS SHRS, FL 32672","32","06/26/1984","Approved","Recorded","MA00010542","PLAZA RIDGE CONDO ASSN, INC","C/O PROPERTY MANAGEMENT CONSULTANTS","1136 NE 14TH ST","OCALA","FL","34470"
"PR1V023488","68041","GOLF COURSE CONDOS OF TALLAHASSEE, A CONDO","Leon","1957 DARRYL DRIVE, TALLAHASSEE, FL 32301","4","11/06/1995","Approved","Delinquent","MA00021793","GOLF COURSE CONDOS OF TALLAHASSEE INC","C/O GARDY ARISME","2116 W DELLVIEW DR","TALLAHASSEE","FL","32303"
"PR1U022747","66187","PEACHTREE PLACE (I), A CONDO","Bay","17680 FRONT BEACH ROAD, PANAMA CITY BEACH, FL 32413","30","11/22/1993","Approved","Delinquent","MA00021084","PEACHTREE PLACE I OWNERS ASSN INC","","PO BOX 9164","PANAMA CITY BEACH","FL","32417"
"PR1S022438","64383","VALENCIA SQUARE TOWNHOMES CONDOS","Leon","CORNER OF VALENCIA & ESCAMBIA, TALLAHASSEE, FL 32304","19","03/16/1993","Approved","Delinquent","MA00020804","VALENCIA SQUARE TOWNHOMES CONDOS ASN INC","C/O VALENCIA PROPERTY GROUP LLC","333 CALLE MIRAMAR","REDONDO BEACH","CA","90277"
"PR1X000012","68478","LOT 11 SWEETWATER PINES CONDO","Alachua","5320 N.W. 20TH COURT, GAINESVILLE, FL 32606-2178","4","08/31/1981","Approved","Delinquent","MA00005768","LOT 11 SWEETWATER PINES ASSN","C/O PATRICK HOWARD","6299 S.W. 47TH TER.","GAINESVILLE","FL","32608"
"PR1S025031","65043","SOMERSET CONDO","Bay","13020 FRONT BEACH RD, PANAMA CITY BEACH, FL 32408","16","11/16/1999","Approved","Delinquent","MA00023340","SOMERSET CONDO OWNERS ASSN INC","","1450 CLUB DRIVE","TARPON SPRINGS","FL","34689"
"PR1U024063","66399","PEACHTREE PLACE (II), A CONDO","Bay","17690 FRONT BEACH ROAD, PANAMA CITY BEACH, FL 32413","41","04/22/1997","Approved","Delinquent","MA00022372","PEACHTREE PLACE (II) OWNERS ASSOC INC","C/O TAMYA WILSON, CAM","126 CRANE STREET","PANAMA CITY BEACH","FL","32417"
"PR1V008894","67358","TUMBLIN CREEK, A CONDO","Alachua","1015 SW 9TH ST, GAINESVILLE, FL 32601-7869","32","12/04/1981","Approved","Delinquent","MA00001275","TUMBLIN CREEK CONDO ASSN INC","C/O GIDEON PROPERTY SERVICES","PO BOX 142081","GAINESVILLE","FL","32614"
"PR1V021889","67899","LAGUNA POINT CONDO","Okaloosa","22 MARINA POINT ROAD, DESTIN, FL 32541","16","09/03/1991","Approved","Delinquent","MA00020318","LAGUNA POINT CONDO OWNERS' ASSN, INC","C/O ABSOLUTE CAM SERVICES","3999 COMMONS DR","DESTIN","FL","32541"
"PR1V009687","67413","SEAVIEW OF JACKSONVILLE BEACH, A CONDO","Duval","501 2ND ST S, JACKSONVILLE BEACH, FL 32250-6653","6","06/29/1983","Approved","Delinquent","MA00001821","SEAVIEW OF JACKSONVILLE BEACH CONDO ASSOC.,INC.","","318 GYPSY PALACE LN","DAYTONA BEACH","FL","32124"
"PR1S024364","64848","SUNSET PLACE, A CONDO, THE","Taylor","115 S.W. 1ST ST., STEINHATCHEE, FL 32359","32","12/29/1997","Approved","Delinquent","MA00022660","SUNSET PLACE CONDO ASSN., INC., THE","","PO BOX 420","STEINHATCHEE","FL","32359"
"PR1S024463","64872","SPYGLASS TOWNHOMES, A CONDO","Walton","104 SANDTRAP ROAD, DESTIN, FL 32541","9","10/01/1998","Approved","Delinquent","MA00022772","SPYGLASS TOWNHOMES OWNER'S ASSN INC","C/O BRETT NELSON","104 SANDTRAP ROAD #108","MIRAMAR BEACH","FL","32550"
"PR1S025391","65157","GARDENS @ E STREET CONDO","St. Johns","771 A1A BEACH BOULEVARD, ST. AUGUSTINE BEACH, FL 32084","4","12/18/2000","Approved","Delinquent","MA00023756","GARDENS @ E STREET CONDO OWNER'S ASSN INC","C/O DON SMITHA","47 LEGACY CROSSING DR","PONTE VEDRA","FL","32081"
"PR1V026146","68358","GOLF VILLA CONDO AT BLUEWATER BAY","Okaloosa","1940 BLUEWATER BLVD, NICEVILLE, FL 32578","24","03/14/2002","Approved","Delinquent","MA00024534","GOLF VILLA CONDO AT BLUEWATER BAY CONDO ASSN INC","C/O PETRA BLUEWATER BAY LLC, OWNER","251 S WHITTIER, SUITE C","WICHITA","KS","67207"
"PR1U022068","66096","GOLF RIDGE CONDO","Alachua","2814 N.W. 104TH COURT, GAINESVILLE, FL 32606","4","12/31/1991","Approved","Delinquent","MA00020491","GOLF RIDGE CONDO ASSN., INC.","C/O JOHN TIMOTHY DAVIS","4323 SW 91ST DR","GAINESVILLE","FL","32608"
"PR1V010854","67486","COUNTRY VILLA CONDO","Columbia","2323 SW STATE ROAD 47, LAKE CITY, FL 32025","5","07/27/1981","Approved","Delinquent","MA00002185","COUNTRY VILLA ASSN INC","C/O LIOR N LLC, OWNER","3773 SW 49TH AVE","FORT LAUDERDALE","FL","33312"
"PR1V026474","68406","VILLAS IN SAN MARCO, A CONDO","Duval","1915 SAN MARCO BLVD, JACKSONVILLE, FL 32207","6","12/06/2004","Approved","Delinquent","MA00024861","VILLAS IN SAN MARCO ASSN INC","C/O DERRICK WHITTIER","3527 ST JOHNS AVENUE","JACKSONVILLE","FL","32205"
"PR1U009550","65876","CAMINO REAL CONDO","Alachua","2705 NW 104TH CT, GAINESVILLE, FL 32606-5163","4","09/13/1982","Approved","Delinquent","MA00008486","CAMINO REAL CONDO ASSN INC","C/O BLOK MARY ALICE LIFE ESTATE","PO BOX 204","PERRY","FL","32348"
"PR1S024753","64962","LEGACY, A CONDO, THE","Walton","3880 EAST COUNTY HIGHWAY 30A, SANTA ROSA BEACH, FL 32459","16","04/17/2000","Approved","Delinquent","MA00023067","LEGACY CONDO ASSN INC THE","","3880 EAST COUNTY HIGHWAY 30A","SANTA ROSA BEACH","FL","32459"
"PR1V014221","67644","JACKSONVILLE SEMINOLE CONDO","Duval","1623,5,7,9 SEMINOLE RD., JACKSONVILLE, FL 32205","4","11/06/1981","Approved","Delinquent","MA00015159","JACKSONVILLE SEMINOLE CONDO ASSOC.","","1820 SHADOWLAWN ST","JACKSONVILLE","FL","32205"
"PR1S023301","64585","SURFSIDE VILLAS","Bay","17561 FRONT BEACH ROAD, PANAMA CITY BEACH, FL 32413","18","02/02/1973","Approved","Delinquent","MA00021645","SURFSIDE VILLAS ASSOCIATION INC","C/O MICHAEL S BURKE, REGISTERED AGENT","16215 PANAMA CITY BEACH PARKWAY","PANAMA CITY BEACH","FL","32413"
"PR1V026210","68368","CRESCENT GARDEN CONDO","St. Johns","6448 MADISON STREET, ST. AUGUSTINE, FL 32080","6","11/20/2002","Approved","Delinquent","MA00024598","CRESCENT GARDEN (AT ST. AUGUSTINE) CONDO ASSN INC","C/O JEANNETTE PELLETIER","332 MYSTICAL WAY","SAINT AUGUSTINE","FL","32080"
"PR1S026197","65403","CASA DE LAS SIRENAS, A CONDO","St. Johns","760 A1A BEACH BLVD, ST. AUGUSTINE BEACH, FL 32080","4","03/05/2003","Approved","Recorded","MA00024586","CASA DE LAS SIRENAS OWNERS ASSN INC","","670 A1A BEACH BLVD","SAINT AUGUSTINE","FL","32080"
"PR1U023477","66316","HORIZON SOUTH XIX, A CONDO","Bay","17462 W HIGHWAY 98, PANAMA CITY BEACH, FL 32407","16","09/27/1995","Approved","Recorded","MA00021781","HORIZON SOUTH XIX, INC.","","17462 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"PR1U023632","66328","SEASCAPE NO 9-A, A CONDO","Walton","100 SEASCAPE DR, DESTIN, FL 32541","8","03/14/1996","Approved","Recorded","MA00021928","SEASCAPE PHASE G-A CONDOMINIUM","","10221 EMERALD COAST PKWY WEST","MIRAMAR BEACH","FL","32550"
"PR1U023633","66329","GULF PLACE CARIBBEAN, A CONDO, THE","Walton","COUNTY ROAD 30A, SANTA ROSA BEACH, FL 32459","59","11/12/1996","Approved","Recorded","MA00021929","GULF PLACE CARIBBEAN OWNER'S ASSN., INC., THE","C/O COMMUNITY MANAGEMENT ASSOCIATES","36468 EMERALD COAST PKWY, SUITE 2101","DESTIN","FL","32541"
"PR1U023647","66332","WINDANCER CONDOS","Walton","221 NORWOOD DR, DESTIN, FL 32541","49","04/25/1996","Approved","Recorded","MA00021944","WINDANCER OWNER'S ASSN INC","","10221 EMERALD COAST PKWY","MIRAMAR BEACH","FL","32550"
"PR1U023687","66338","TURTLE BEACH I, A CONDO","Walton","55 NATURE WAY, SANTA ROSA BEACH, FL 32459","3","07/03/1996","Approved","Recorded","MA00021983","TURTLE BEACH CONDO OWNERS ASSN., INC.","","PO BOX 1779","DESTIN","FL","32540"
"PR1V008121","67295","COLONIAL POINT CONDO","Duval","5201 ATLANTIC BLVD, JACKSONVILLE, FL 32207-2473","302","12/21/1981","Approved","Recorded","MA00000561","COLONIAL POINT CONDO","C/O BANNING MANAGEMENT, INC.","6028 CHESTER AVENUE","JACKSONVILLE","FL","32217"
"PR1V008261","67306","PEACOCK (THE), A CONDO","Duval","2912 SAINT JOHNS AVE, JACKSONVILLE, FL 32205-8725","24","02/15/1984","Approved","Recorded","MA00010728","PEACOCK (THE) CONDO ASSN INC","C/O ASSOCIA COMMUNITY MGMT CONCEPTS","7400 BAYMEADOWS WAY","JACKSONVILLE","FL","32256"
"PR1V008409","67316","COLLEGE PARK, A CONDO","Okaloosa","201 E COLLEGE BLVD, NICEVILLE, FL 32578-1350","61","04/10/1981","Approved","Recorded","MA00007519","COLLEGE PARK CONDO OWNERS ASSN INC","C/O OFFICE","201 EAST COLLEGE BLVD","NICEVILLE","FL","32578-1350"
"PR1V008552","67326","MIRADOR (THE) CONDO, A CONDO","Escambia","2007 E GADSDEN ST, PENSACOLA, FL 32501-3558","16","06/13/1983","Approved","Recorded","MA00014587","MIRADOR CONDO ASSN INC THE","","225 N PACE BLVD","PENSACOLA","FL","32505"
"PR1V025290","68229","MARSH COVE CONDO","St. Johns","1220 MARSH COVE LANE, PONTE VEDRA BEACH, FL 32082","86","04/26/2000","Approved","Recorded","MA00023653","MARSH COVE AT PONTE VEDRA CONDO ASSN INC","C/O FIRST COAST ASSN MGMT","7785 BAYMEADOWS WAY","JACKSONVILLE","FL","32256"
"PR1V025312","68232","PABLO BEACH HOUSE CONDO","Duval","222 NORTH 14TH AVENUE, JACKSONVILLE BEACH, FL 32250","30","05/12/2000","Approved","Recorded","MA00023678","PABLO BEACH HOUSE CONDOMINIUM ASSOCIATION, INC.","C/O INTERLACED PROPERTY SOLUTIONS","2037 CARNES ST, SUITE 1","ORANGE PARK","FL","32073"
"PR1V025353","68241","TOCOI COVE CONDO","St. Johns","1355 COUNTY ROAD 13 NORTH, ST. AUGUSTINE, FL 32092","8","05/11/2000","Approved","Recorded","MA00023718","TOCOI COVE CONDO ASSN INC","","21 BERMUDA RUN WAY","SAINT AUGUSTINE","FL","32080"
"PR1V025597","68272","OCEAN LINKS OF PONTE VEDRA CONDO","St. Johns","310 SOLANA ROAD, PONTE VEDRA BEACH, FL 32082","192","04/03/2001","Approved","Recorded","MA00023992","OCEAN LINKS OF PONTE VEDRA CONDO ASSN, INC","","310 SOLANA ROAD","PONTE VEDRA BEACH","FL","32082"
"PR1S025463","65186","DESTIN WEST BEACH AND BAY RESORT - GULFSIDE, A CONDO","Okaloosa","SANTA ROSA BLVD & U.S. HWY 98, FORT WALTON BEACH, FL 32548","93","08/12/2002","Approved","Recorded","MA00023844","DESTIN WEST BEACH AND BAY RESORT COMMUNITY ASSOC., INC.","","1515 MIRACLE STRIP PKWY SE","FORT WALTON BEACH","FL","32548"
"PR1S025466","65187","SUMMERWIND WEST CONDO","Santa Rosa","8573 GULF BOULEVARD, NAVARRE BEACH, FL 32566","56","05/13/2002","Approved","Recorded","MA00023847","SUMMERWIND WEST CONDO OWNERS ASSOC., INC","","8573 GULF BLVD","NAVARRE BEACH","FL","32566"
"PR1S025468","65189","EMERALD WATERS BEACHSIDE CONDOS","Walton","1900 SCENIC HIGHWAY 98, DESTIN, FL 32541","36","08/19/2002","Approved","Recorded","MA00023850","EMERALD WATERS BEACHSIDE CONDO OWNERS ASSOC., INC.","C/O COMMUNITY MANAGEMENT ASSOCIATES","36468 EMERALD COAST PKWY, SUITE 2101","DESTIN","FL","32541"
"PR1S025540","65214","BAYSIDE ESTATES, A CONDO","Bay","644-c FLORIDA AVENUE, PANAMA CITY, FL 32401","8","06/20/2003","Approved","Recorded","MA00023929","BAYSIDE ESTATES OWNERS ASSOC., INC.","","PO BOX 9835","PANAMA CITY BEACH","FL","32417"
"PR1S025583","65225","HARBOR SIDE VILLAGE CONDO","Flagler","PALM HARBOR PARKWAY, PALM COAST, FL 32137","30","05/25/2001","Approved","Recorded","MA00023977","HARBOR SIDE VILLAGE CONDO ASSOC., INC.","","1648 SE PORT ST. LUCIE BLVD","PORT SAINT LUCIE","FL","34952"
"PR1U022387","66131","HORIZON SOUTH XVI","Bay","17462 W HIGHWAY 98, PANAMA CITY BEACH, FL 32407","20","01/06/1993","Approved","Recorded","MA00020753","HORIZON SOUTH XVI CONDO ASSOC.","","17462 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"PR1U022556","66157","HORIZON SOUTH XVIII, A CONDO","Bay","17462 W HIGHWAY 98, PANAMA CITY BEACH, FL 32407","16","07/08/1993","Approved","Recorded","MA00020921","HORIZON SOUTH XVIII, INC.","","17462 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"PR1U022627","66170","WOODFORD RIVERFRONT VILLAS, A CONDO","Duval","6730 EPPING FOREST WAY NORTH, JACKSONVILLE, FL 32217","11","08/30/1994","Approved","Recorded","MA00020989","WOODFORD RIVERFRONT VILLAS OWNER'S ASSN","C/O MAY MANAGEMENT SERVICES","5455 A1A SOUTH","SAINT AUGUSTINE","FL","32080"
"PR1U022657","66175","SEASCAPE NO 7-C, A CONDO","Walton","100 SEASCAPE DRIVE, DESTIN, FL 32541","14","10/07/1993","Approved","Recorded","MA00021016","SEASCAPE NO 7-C INC","","PO BOX 2620","FORT WALTON BEACH","FL","32549"
"PR1U022664","66179","HALLMARK CONDO","St. Johns","SPINNAKER'S REACH ROAD, PONTE VEDRA BEACH, FL 32082","16","06/03/1996","Approved","Recorded","MA00021023","HALLMARK CONDO ASSN INC","C/O PROPERTY ADVISORS MANAGEMENT LLC","12724 GRAN BAY PARKWAY W, SUITE 410","JACKSONVILLE","FL","32258"
"PR1V004264","67088","SHORECREST, A CONDO","Duval","193 BEACH AVE, ATLANTIC BEACH, FL 32233-5212","11","11/16/1982","Approved","Recorded","MA00000158","SHORECREST CONDO ASSN","","PO BOX 258","PONTE VEDRA BEACH","FL","32004"
"PR1V004936","67117","SEACREST MANOR CONDO THE","Flagler","400 N FLAGLER AVE, FLAGLER BEACH, FL 32036-3323","8","04/16/1985","Approved","Recorded","MA00008930","SEACREST MANOR CONDO ASSN INC","","P O BOX 525","FLAGLER BEACH","FL","32136"
"PR1V005181","67130","AVENUES, A CONDO, THE","Duval","2909 ST JOHNS AVE, JACKSONVILLE, FL 32205","31","09/25/1981","Approved","Recorded","MA00003643","AVENUES CONDO ASSN., THE","C/O ASSOCIA COMMUNITY MGMT CONCEPTS","7400 BAYMEADOWS WAY","JACKSONVILLE","FL","32256"
"PR1V023550","68050","ENDLESS SUMMER CONDO","St. Johns","#1 16TH STREET, ST. AUGUSTINE BEACH, FL 32084","3","12/05/1995","Approved","Recorded","MA00021858","ENDLESS SUMMER CONDO ASSN., INC.","","1 16TH STREET, UNIT B","ST. AUGUSTINE","FL","32080"
"PR1S025611","65236","GARDENS AT SPANISH TRAIL, A CONDO, THE","Escambia","5474 SPANISH TRAIL, PENSACOLA, FL 32504","28","07/20/2001","Approved","Recorded","MA00024006","GARDENS AT SPANISH TRAIL CONDO ASSOC., INC.","","225 N PACE BLVD","PENSACOLA","FL","32505"
"PR1S025630","65242","LANDMARK, A CONDO, THE","Duval","1331 1ST STREET NORTH, JACKSONVILLE BEACH, FL 32250","44","09/18/2002","Approved","Recorded","MA00024025","LANDMARK CONDO ASSN OF JACKSONVILLE BCH INC","C/O FIRSTSERVICE RESIDENTIAL FL","PO BOX 34769","CHARLOTTE","NC","28234"
"PR1V023932","68085","TROPICAL ISLE CONDO","Okaloosa","683 NAUTILUS COURT, FORT WALTON BEACH, FL 32548","31","11/01/1996","Approved","Recorded","MA00022238","TROPICAL ISLE CONDO OWNERS ASSOC., INC.","","970 GULF SHORE DRIVE","DESTIN","FL","32541"
"PR1S025703","65251","LA CARIBE, A CONDO","Escambia","60 FORT PICKENS ROAD, PENSACOLA BEACH, FL 32561","3","08/08/2001","Approved","Recorded","MA00024094","LA CARIBE CONDO ASSN INC","C/O BETH SCHACHNER","60 FORT PICKENS ROAD #3","PENSACOLA BEACH","FL","32561"
"PR1S025749","65264","MEDITERRANEA OF DESTIN, A CONDO","Walton","50 SURF SONG LANE, MIRAMAR BEACH, FL 32550","56","06/02/2003","Approved","Recorded","MA00024142","MEDITERRANEA CONDO OWNERS ASSOC., INC.","","50 SURF SONG LANE","MIRAMAR BEACH","FL","32550"
"PR1S025782","65273","FERDINAND PLAZA CONDO SE CORNER OF SOUTH PALAFOX STREET AND","Escambia","EAST ZARAGOZA STREET, PENSACOLA, FL 32501","2","05/18/2001","Approved","Recorded","MA00024176","FERDINAND PLAZA CONDO OWNERS' ASSOC., INC.","C/O ROBERT K RUSHING, DIRECTOR","98 HIGHPOINT DRIVE","GULF BREEZE","FL","32561"
"PR1S025807","65278","LA COCINA CONDO","Duval","922 1ST STREET SOUTH, JACKSONVILLE BEACH, FL 32250","8","11/12/2002","Approved","Recorded","MA00024201","LA COCINA CONDO ASSOC., INC.","C/O PLAZA PROPERTY SERVICES","2365 RIVERSIDE AVE","JACKSONVILLE","FL","32204"
"PR1U022994","66230","HORIZON SOUTH XVII, A CONDO","Bay","17462 W HIGHWAY 98, PANAMA CITY BEACH, FL 32407","16","07/29/1994","Approved","Recorded","MA00021326","HORIZON SOUTH XVII, INC.","","17462 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"PR1S022415","64379","SUMMERSPELL, A CONDO","Walton","3881 HIGHWAY 98 EAST, DESTIN, FL 32541","30","07/27/1993","Approved","Recorded","MA00020779","SUMMERSPELL OWNERS ASSN INC","","PO BOX 9086","MIRAMAR BEACH","FL","32550"
"PR1S022480","64392","GRAND PLAYA, A CONDO","Walton","E COUNTY HIGHWAY 30A, SEAGROVE BEACH, FL 32459","8","09/09/1994","Approved","Recorded","MA00020843","GRAND PLAYA OWNERS ASSN INC","C/O TRACIE MARTIN","PO BOX 9086","MIRAMAR BEACH","FL","32550"
"PR1V024318","68125","PENSACOLA BEACH HOUSE, A CONDO","Escambia","731 PENSACOLA BEACH BOULEVARD, PENSACOLA BEACH, FL 32561","4","11/24/1997","Approved","Recorded","MA00022607","PENSACOLA BEACH HOUSE CONDO ASSOC., INC.","","PO BOX 1289","GULF BREEZE","FL","32562"
"PR1S025847","65289","LA PLAYA CONDOMINIUM","Duval","2415 COSTA VERDE BLVD, JACKSONVILLE BEACH, FL 32250","18","10/25/1972","Approved","Recorded","MA00024237","LA PLAYA ASSN INC","C/O STELLAR PROPERTIES","10151 DEERWOOD PARK BLVD","JACKSONVILLE","FL","32256"
"PR1S025871","65294","BLUE DOLPHIN CONDO","Okaloosa","556 CORAL CT, FORT WALTON BEACH, FL 32548","10","04/08/2002","Approved","Recorded","MA00024259","BLUE DOLPHINE CONDO ASSN INC","","P O BOX 2613","FORT WALTON BEACH","FL","32549"
"PR1S025873","65296","VERANDAS, A CONDO","Escambia","731 PENSACOLA BEACH BLVD, PENSACOLA BEACH, FL 32561","36","06/03/2004","Approved","Recorded","MA00024261","VERANDAS CONDO HOMEOWNERS ASSN OF PENSACOLA BEACH INC","C/O NICHAEL MAZENKO","721 PENSACOLA BEACH BLVD","PENSACOLA BEACH","FL","32561"
"PR1S025913","65310","SIDES MORENO POINT WEST, A CONDO","Okaloosa","7 CALHOUN STREET, DESTIN, FL 32541","44","09/22/2004","Approved","Recorded","MA00024302","SIDES MORENO POINT WEST OWNERS' ASSOC., INC.","C/O RDF ASSOCIATES","130 STAFF DR NE","FORT WALTON BEACH","FL","32548"
"PR1S025961","65322","BEACH PLACE, A CONDO","Bay","704 HIGHWAY 98, MEXICO BEACH, FL 32410","9","12/10/2002","Approved","Recorded","MA00024348","BEACH PLACE CONDO ASSN INC","","12901 GULF LANE, SUITE 100","MADEIRA BEACH","FL","33708"
"PR1S025970","65325","NATURES LANDING CONDO","Levy","7041 DEPOT STREET, CEDAR KEY, FL 32625","37","06/18/2002","Approved","Recorded","MA00024357","NATURES LANNDING CONDO INC","","PO BOX 1014","CEDAR KEY","FL","32625"
"PR1U023177","66255","25 CENTRAL SQUARE CONDO IN SEASIDE, THE","Walton","25 CENTRAL SQUARE, SANTA ROSA BEACH, FL 32459","7","10/06/1997","Approved","Recorded","MA00021511","25 CENTRAL SQUARE CONDO ASSN INC","","P O BOX 4873","SANTA ROSA BEACH","FL","32459"
"PR1U023179","66256","MARINA HOMES AT VILLAGES OF VILANO, A CONDO","St. Johns","3655 COASTAL HIGHWAY, ST. AUGUSTINE, FL 32095","24","01/19/1996","Approved","Recorded","MA00021513","MARINA HOMES AT VILLAGES OF VILANO CONDOASSOC., INC.","C/O COASTAL REALTY","3942 A1A SOUTH","SAINT AUGUSTINE","FL","32080"
"PR1U023252","66276","SEASCAPE NO 8-A, A CONDO","Walton","100 SEASCAPE DRIVE, DESTIN, FL 32541","8","05/08/1995","Approved","Recorded","MA00021591","SEASCAPE PHASE 8A CONDOMINIUM","C/O JAMES E HARPENAU JR","2217 ROCKVIEW LANE","HOOVER","AL","35226-1224"
