"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","46","PR77022","MARINA VILLAS AT CAPE HARBOUR CONDO V","5915 SHELL COVE DR","","CAPE CORAL","FL","33914","2024","16","16","0"
"Condominium Project","46","PR77022","MARINA VILLAS AT CAPE HARBOUR CONDO V","5915 SHELL COVE DR","","CAPE CORAL","FL","33914","2025","16","16","0"
"Condominium Project","46","PR77022","MARINA VILLAS AT CAPE HARBOUR CONDO V","5915 SHELL COVE DR","","CAPE CORAL","FL","33914","2026","16","16","0"
"Condominium Project","46","PR77024","MARINA VILLAS AT CAPE HARBOUR CONDO VII","5915 SHELL COVE DR","","CAPE CORAL","FL","33914","2024","12","12","0"
"Condominium Project","46","PR77024","MARINA VILLAS AT CAPE HARBOUR CONDO VII","5915 SHELL COVE DR","","CAPE CORAL","FL","33914","2025","12","12","0"
"Condominium Project","46","PR77024","MARINA VILLAS AT CAPE HARBOUR CONDO VII","5915 SHELL COVE DR","","CAPE CORAL","FL","33914","2026","","",""
"Condominium Project","54","PR1M020566","MARINA VILLAS AT HAWK'S CAY CONDO NO. 2","MILE MARKER 61","","MARATHON","FL","33050","2024","48","48","0"
"Condominium Project","54","PR1M020566","MARINA VILLAS AT HAWK'S CAY CONDO NO. 2","MILE MARKER 61","","MARATHON","FL","33050","2022","48","48","0"
"Condominium Project","54","PR1M020566","MARINA VILLAS AT HAWK'S CAY CONDO NO. 2","MILE MARKER 61","","MARATHON","FL","33050","2023","48","48","0"
"Condominium Project","54","PR1M020566","MARINA VILLAS AT HAWK'S CAY CONDO NO. 2","MILE MARKER 61","","MARATHON","FL","33050","2026","48","48","0"
"Condominium Project","54","PR1M020566","MARINA VILLAS AT HAWK'S CAY CONDO NO. 2","MILE MARKER 61","","MARATHON","FL","33050","2025","48","48","0"
"Condominium Project","54","PR1M020569","MARINA VILLAS AT HAWK'S CAY CONDO NO. 5","MILE MARKER 61","","MARATHON","FL","33050","2025","40","40","0"
"Condominium Project","54","PR1M020569","MARINA VILLAS AT HAWK'S CAY CONDO NO. 5","MILE MARKER 61","","MARATHON","FL","33050","2026","40","40","0"
"Condominium Project","54","PR1M020569","MARINA VILLAS AT HAWK'S CAY CONDO NO. 5","MILE MARKER 61","","MARATHON","FL","33050","2023","40","40","0"
"Condominium Project","54","PR1M020569","MARINA VILLAS AT HAWK'S CAY CONDO NO. 5","MILE MARKER 61","","MARATHON","FL","33050","2024","40","40","0"
"Condominium Project","54","PR1M020569","MARINA VILLAS AT HAWK'S CAY CONDO NO. 5","MILE MARKER 61","","MARATHON","FL","33050","2022","40","40","0"
"Condominium Project","46","PR1S019089","MARINA VILLAS CONDO ASSN","S SEAS PLANTATION","","CAPTIVA","FL","339249999","2023","160","176","0"
"Condominium Project","46","PR1S019089","MARINA VILLAS CONDO ASSN","S SEAS PLANTATION","","CAPTIVA","FL","339249999","2024","160","160","0"
"Condominium Project","46","PR1S019089","MARINA VILLAS CONDO ASSN","S SEAS PLANTATION","","CAPTIVA","FL","339249999","2022","160","160","0"
"Condominium Project","46","PR1S019089","MARINA VILLAS CONDO ASSN","S SEAS PLANTATION","","CAPTIVA","FL","339249999","2025","160","160","0"
"Condominium Project","46","PR1S019089","MARINA VILLAS CONDO ASSN","S SEAS PLANTATION","","CAPTIVA","FL","339249999","2026","160","160","0"
"Condominium Project","18","PR1P003400","MARINA VILLAS CONDOS","22278 VICK STREET","","CHARLOTTE HARBOR","FL","33950","2022","60","60","0"
"Condominium Project","18","PR1P003400","MARINA VILLAS CONDOS","22278 VICK STREET","","CHARLOTTE HARBOR","FL","33950","2023","60","60","0"
"Condominium Project","18","PR1P003400","MARINA VILLAS CONDOS","22278 VICK STREET","","CHARLOTTE HARBOR","FL","33950","2025","60","60","0"
"Condominium Project","18","PR1P003400","MARINA VILLAS CONDOS","22278 VICK STREET","","CHARLOTTE HARBOR","FL","33950","2024","60","60","0"
"Condominium Project","18","PR1P003400","MARINA VILLAS CONDOS","22278 VICK STREET","","CHARLOTTE HARBOR","FL","33950","2026","60","60","0"
"Condominium Project","18","PR1S012378","MARINA WALK CONDO","22234 EDGEWATER DR","","PORT CHARLOTTE","FL","33952","2022","32","38.72","0"
"Condominium Project","18","PR1S012378","MARINA WALK CONDO","22234 EDGEWATER DR","","PORT CHARLOTTE","FL","33952","2023","32","42.59","0"
"Condominium Project","18","PR1S012378","MARINA WALK CONDO","22234 EDGEWATER DR","","PORT CHARLOTTE","FL","33952","2024","32","32","0"
"Condominium Project","18","PR1S012378","MARINA WALK CONDO","22234 EDGEWATER DR","","PORT CHARLOTTE","FL","33952","2026","","",""
"Condominium Project","18","PR1S012378","MARINA WALK CONDO","22234 EDGEWATER DR","","PORT CHARLOTTE","FL","33952","2025","32","0","32"
"Condominium Project","51","PR76160","MARINA WALK ON ONE PARTICULAR HARBOUR, A CONDO","12300 MANATEE AVENUE WEST","","BRADENTON","FL","34209","2022","528","528","0"
"Condominium Project","51","PR76160","MARINA WALK ON ONE PARTICULAR HARBOUR, A CONDO","12300 MANATEE AVENUE WEST","","BRADENTON","FL","34209","2023","528","528","0"
"Condominium Project","51","PR76160","MARINA WALK ON ONE PARTICULAR HARBOUR, A CONDO","12300 MANATEE AVENUE WEST","","BRADENTON","FL","34209","2024","528","528","0"
"Condominium Project","51","PR76160","MARINA WALK ON ONE PARTICULAR HARBOUR, A CONDO","12300 MANATEE AVENUE WEST","","BRADENTON","FL","34209","2025","528","528","0"
"Condominium Project","51","PR76160","MARINA WALK ON ONE PARTICULAR HARBOUR, A CONDO","12300 MANATEE AVENUE WEST","","BRADENTON","FL","34209","2026","528","528","0"
"Condominium Project","23","PR70158","MARINABLUE, A CONDO","888 BISCAYNE BLVD","","MIAMI","FL","33132","2022","2064","2064","0"
"Condominium Project","23","PR70158","MARINABLUE, A CONDO","888 BISCAYNE BLVD","","MIAMI","FL","33132","2023","2064","2064","0"
"Condominium Project","23","PR70158","MARINABLUE, A CONDO","888 BISCAYNE BLVD","","MIAMI","FL","33132","2024","2064","2064","0"
"Condominium Project","23","PR70158","MARINABLUE, A CONDO","888 BISCAYNE BLVD","","MIAMI","FL","33132","2025","2064","2064","0"
"Condominium Project","23","PR70158","MARINABLUE, A CONDO","888 BISCAYNE BLVD","","MIAMI","FL","33132","2026","2064","2064","0"
"Condominium Project","46","PR1S009734","MARINATOWN VILLAGE SEC 1, A CONDO","3446 HANCOCK BRIDGE PKY","","FORT MYERS","FL","339037092","2025","112","0","123.2"
"Condominium Project","46","PR1S009734","MARINATOWN VILLAGE SEC 1, A CONDO","3446 HANCOCK BRIDGE PKY","","FORT MYERS","FL","339037092","2026","112","235","-123"
"Condominium Project","46","PR1S009734","MARINATOWN VILLAGE SEC 1, A CONDO","3446 HANCOCK BRIDGE PKY","","FORT MYERS","FL","339037092","2024","112","112","0"
"Condominium Project","46","PR1S009734","MARINATOWN VILLAGE SEC 1, A CONDO","3446 HANCOCK BRIDGE PKY","","FORT MYERS","FL","339037092","2023","112","112","0"
"Condominium Project","46","PR1S009734","MARINATOWN VILLAGE SEC 1, A CONDO","3446 HANCOCK BRIDGE PKY","","FORT MYERS","FL","339037092","2022","112","112","0"
"Condominium Project","16","PR1S005152","MARINE COLONY, A CONDO","2800 NW 24TH ST","","POMPANO BEACH","FL","330695201","2024","316","316","0"
"Condominium Project","16","PR1S005152","MARINE COLONY, A CONDO","2800 NW 24TH ST","","POMPANO BEACH","FL","330695201","2025","316","316","0"
"Condominium Project","16","PR1S005152","MARINE COLONY, A CONDO","2800 NW 24TH ST","","POMPANO BEACH","FL","330695201","2023","316","316","0"
"Condominium Project","16","PR1S005152","MARINE COLONY, A CONDO","2800 NW 24TH ST","","POMPANO BEACH","FL","330695201","2026","","",""
"Condominium Project","16","PR1S005152","MARINE COLONY, A CONDO","2800 NW 24TH ST","","POMPANO BEACH","FL","330695201","2022","316","316","0"
"Condominium Project","61","PR75365","MARINE PKWY CONDO","4747 MARINE PKWY","","PORT RICHEY","FL","34668","2022","16","16","0"
"Condominium Project","61","PR75365","MARINE PKWY CONDO","4747 MARINE PKWY","","PORT RICHEY","FL","34668","2023","16","16","0"
"Condominium Project","61","PR75365","MARINE PKWY CONDO","4747 MARINE PKWY","","PORT RICHEY","FL","34668","2024","16","16","0"
"Condominium Project","61","PR75365","MARINE PKWY CONDO","4747 MARINE PKWY","","PORT RICHEY","FL","34668","2025","16","16","0"
"Condominium Project","61","PR75365","MARINE PKWY CONDO","4747 MARINE PKWY","","PORT RICHEY","FL","34668","2026","16","16","0"
"Condominium Project","16","PR1S016968","MARINE TOWER CONDOMINIUM","2500 E LAS OLAS BLVD","","FORT LAUDERDALE","FL","333011599","2025","612","612","0"
"Condominium Project","16","PR1S016968","MARINE TOWER CONDOMINIUM","2500 E LAS OLAS BLVD","","FORT LAUDERDALE","FL","333011599","2026","612","612","0"
"Condominium Project","16","PR1S016968","MARINE TOWER CONDOMINIUM","2500 E LAS OLAS BLVD","","FORT LAUDERDALE","FL","333011599","2022","612","612","0"
"Condominium Project","16","PR1S016968","MARINE TOWER CONDOMINIUM","2500 E LAS OLAS BLVD","","FORT LAUDERDALE","FL","333011599","2023","612","612","0"
"Condominium Project","16","PR1S016968","MARINE TOWER CONDOMINIUM","2500 E LAS OLAS BLVD","","FORT LAUDERDALE","FL","333011599","2024","612","612","0"
"Condominium Project","21","PR1S004698","MARINER APTS OF MARCO ISLAND, THE","SAINT RD 92 AND N COLLIER BLVD","","MARCO ISLAND","FL","339373499","2026","648","648","0"
"Condominium Project","21","PR1S004698","MARINER APTS OF MARCO ISLAND, THE","SAINT RD 92 AND N COLLIER BLVD","","MARCO ISLAND","FL","339373499","2025","648","712.8","0"
"Condominium Project","21","PR1S004698","MARINER APTS OF MARCO ISLAND, THE","SAINT RD 92 AND N COLLIER BLVD","","MARCO ISLAND","FL","339373499","2024","648","648","0"
"Condominium Project","21","PR1S004698","MARINER APTS OF MARCO ISLAND, THE","SAINT RD 92 AND N COLLIER BLVD","","MARCO ISLAND","FL","339373499","2022","648","648","0"
"Condominium Project","21","PR1S004698","MARINER APTS OF MARCO ISLAND, THE","SAINT RD 92 AND N COLLIER BLVD","","MARCO ISLAND","FL","339373499","2023","648","648","0"
"Condominium Project","60","PR1G026107","MARINER AT JUPITER YACHT CLUB, A CONDO","400 SOUTH US HIGHWAY ONE","","JUPITER","FL","33477","2026","92","92","0"
"Condominium Project","60","PR1G026107","MARINER AT JUPITER YACHT CLUB, A CONDO","400 SOUTH US HIGHWAY ONE","","JUPITER","FL","33477","2024","92","92","0"
"Condominium Project","60","PR1G026107","MARINER AT JUPITER YACHT CLUB, A CONDO","400 SOUTH US HIGHWAY ONE","","JUPITER","FL","33477","2025","92","92","0"
"Condominium Project","60","PR1G026107","MARINER AT JUPITER YACHT CLUB, A CONDO","400 SOUTH US HIGHWAY ONE","","JUPITER","FL","33477","2022","92","92","0"
"Condominium Project","60","PR1G026107","MARINER AT JUPITER YACHT CLUB, A CONDO","400 SOUTH US HIGHWAY ONE","","JUPITER","FL","33477","2023","92","92","0"
"Condominium Project","39","PR1S005986","MARINER CAY A CONDO","8802-8824 S. LAGOON STREET","","TAMPA","FL","33615","2023","48","48","0"
"Condominium Project","39","PR1S005986","MARINER CAY A CONDO","8802-8824 S. LAGOON STREET","","TAMPA","FL","33615","2022","48","48","0"
"Condominium Project","39","PR1S005986","MARINER CAY A CONDO","8802-8824 S. LAGOON STREET","","TAMPA","FL","33615","2024","48","52.8","0"
"Condominium Project","39","PR1S005986","MARINER CAY A CONDO","8802-8824 S. LAGOON STREET","","TAMPA","FL","33615","2025","48","48","0"
"Condominium Project","39","PR1S005986","MARINER CAY A CONDO","8802-8824 S. LAGOON STREET","","TAMPA","FL","33615","2026","48","48","0"
"Condominium Project","53","PR1M002527","MARINER CAY I","3901 SE ST LUCIE BLVD","","STUART","FL","349976176","2026","","",""
"Condominium Project","53","PR1M002527","MARINER CAY I","3901 SE ST LUCIE BLVD","","STUART","FL","349976176","2025","128","0","154.88"
"Condominium Project","53","PR1M002527","MARINER CAY I","3901 SE ST LUCIE BLVD","","STUART","FL","349976176","2022","128","140.8","0"
"Condominium Project","53","PR1M002527","MARINER CAY I","3901 SE ST LUCIE BLVD","","STUART","FL","349976176","2024","128","0","140.8"
"Condominium Project","53","PR1M002527","MARINER CAY I","3901 SE ST LUCIE BLVD","","STUART","FL","349976176","2023","128","128","0"
"Condominium Project","53","PR1M002528","MARINER CAY II","ST LUCIE BLVD","","STUART","FL","33494","2023","176","176","0"
"Condominium Project","53","PR1M002528","MARINER CAY II","ST LUCIE BLVD","","STUART","FL","33494","2024","176","0","193.6"
"Condominium Project","53","PR1M002528","MARINER CAY II","ST LUCIE BLVD","","STUART","FL","33494","2022","176","193.6","0"
"Condominium Project","53","PR1M002528","MARINER CAY II","ST LUCIE BLVD","","STUART","FL","33494","2025","176","0","212.96"
"Condominium Project","53","PR1M002528","MARINER CAY II","ST LUCIE BLVD","","STUART","FL","33494","2026","176","582.56","-406.56"
"Condominium Project","53","PR1U003549","MARINER CAY III, A CONDO","4085 SE CENTERBOARD LN","","STUART","FL","34997","2022","48","52.8","0"
"Condominium Project","53","PR1U003549","MARINER CAY III, A CONDO","4085 SE CENTERBOARD LN","","STUART","FL","34997","2026","48","48","0"
"Condominium Project","53","PR1U003549","MARINER CAY III, A CONDO","4085 SE CENTERBOARD LN","","STUART","FL","34997","2025","48","58.08","0"
"Condominium Project","53","PR1U003549","MARINER CAY III, A CONDO","4085 SE CENTERBOARD LN","","STUART","FL","34997","2024","48","52.8","0"
"Condominium Project","53","PR1U003549","MARINER CAY III, A CONDO","4085 SE CENTERBOARD LN","","STUART","FL","34997","2023","48","48","0"
"Condominium Project","15","PR1S016557","MARINER CONDO","198 S 14TH ST UNIT E","","COCOA BEACH","FL","329312393","2026","24","24","0"
"Condominium Project","15","PR1S016557","MARINER CONDO","198 S 14TH ST UNIT E","","COCOA BEACH","FL","329312393","2025","24","24","0"
"Condominium Project","15","PR1S016557","MARINER CONDO","198 S 14TH ST UNIT E","","COCOA BEACH","FL","329312393","2022","24","24","0"
"Condominium Project","15","PR1S016557","MARINER CONDO","198 S 14TH ST UNIT E","","COCOA BEACH","FL","329312393","2024","24","24","0"
"Condominium Project","15","PR1S016557","MARINER CONDO","198 S 14TH ST UNIT E","","COCOA BEACH","FL","329312393","2023","24","24","0"
"Condominium Project","60","PR72909","MARINER COURT, A CONDO","PO BOX 926","","LAKE WORTH","FL","33460","2022","64","64","0"
"Condominium Project","60","PR72909","MARINER COURT, A CONDO","PO BOX 926","","LAKE WORTH","FL","33460","2023","64","64","0"
"Condominium Project","60","PR72909","MARINER COURT, A CONDO","PO BOX 926","","LAKE WORTH","FL","33460","2024","64","64","0"
"Condominium Project","60","PR72909","MARINER COURT, A CONDO","PO BOX 926","","LAKE WORTH","FL","33460","2025","64","64","0"
"Condominium Project","60","PR72909","MARINER COURT, A CONDO","PO BOX 926","","LAKE WORTH","FL","33460","2026","64","64","0"
"Condominium Project","13","PR1S006242","MARINER EAST CONDO","6211 THOMAS DR","","PANAMA CITY BEACH","FL","324076198","2025","232","232","0"
"Condominium Project","13","PR1S006242","MARINER EAST CONDO","6211 THOMAS DR","","PANAMA CITY BEACH","FL","324076198","2026","232","232","0"
"Condominium Project","13","PR1S006242","MARINER EAST CONDO","6211 THOMAS DR","","PANAMA CITY BEACH","FL","324076198","2024","232","232","0"
"Condominium Project","13","PR1S006242","MARINER EAST CONDO","6211 THOMAS DR","","PANAMA CITY BEACH","FL","324076198","2022","232","232","0"
"Condominium Project","13","PR1S006242","MARINER EAST CONDO","6211 THOMAS DR","","PANAMA CITY BEACH","FL","324076198","2023","232","232","0"
"Condominium Project","60","PR1U017353","MARINER I, A CONDO","6289 LEAR DR","","LANTANA","FL","334622552","2023","80","88","0"
"Condominium Project","60","PR1U017353","MARINER I, A CONDO","6289 LEAR DR","","LANTANA","FL","334622552","2022","80","80","0"
"Condominium Project","60","PR1U017353","MARINER I, A CONDO","6289 LEAR DR","","LANTANA","FL","334622552","2024","80","80","0"
"Condominium Project","60","PR1U017353","MARINER I, A CONDO","6289 LEAR DR","","LANTANA","FL","334622552","2025","80","80","0"
"Condominium Project","60","PR1U017353","MARINER I, A CONDO","6289 LEAR DR","","LANTANA","FL","334622552","2026","80","80","0"
"Condominium Project","60","PR1U023825","MARINER IV, A CONDO","AA","","LANTANA","FL","33462","2026","128","128","0"
"Condominium Project","60","PR1U023825","MARINER IV, A CONDO","AA","","LANTANA","FL","33462","2025","128","128","0"
"Condominium Project","60","PR1U023825","MARINER IV, A CONDO","AA","","LANTANA","FL","33462","2023","128","140.8","0"
"Condominium Project","60","PR1U023825","MARINER IV, A CONDO","AA","","LANTANA","FL","33462","2022","128","128","0"
"Condominium Project","60","PR1U023825","MARINER IV, A CONDO","AA","","LANTANA","FL","33462","2024","128","128","0"
"Condominium Project","39","PR1S005602","MARINER NORTH","5701 MARINER DR","","TAMPA","FL","336093419","2024","176","193.6","0"
"Condominium Project","39","PR1S005602","MARINER NORTH","5701 MARINER DR","","TAMPA","FL","336093419","2026","176","176","0"
"Condominium Project","39","PR1S005602","MARINER NORTH","5701 MARINER DR","","TAMPA","FL","336093419","2025","176","176","0"
"Condominium Project","39","PR1S005602","MARINER NORTH","5701 MARINER DR","","TAMPA","FL","336093419","2022","176","176","0"
"Condominium Project","39","PR1S005602","MARINER NORTH","5701 MARINER DR","","TAMPA","FL","336093419","2023","176","176","0"
"Condominium Project","46","PR1S005835","MARINER POINTE","760 SEXTANT DR","","SANIBEL ISLAND","FL","339573825","2023","404","444.4","0"
"Condominium Project","46","PR1S005835","MARINER POINTE","760 SEXTANT DR","","SANIBEL ISLAND","FL","339573825","2022","404","404","0"
"Condominium Project","46","PR1S005835","MARINER POINTE","760 SEXTANT DR","","SANIBEL ISLAND","FL","339573825","2025","404","404","0"
"Condominium Project","46","PR1S005835","MARINER POINTE","760 SEXTANT DR","","SANIBEL ISLAND","FL","339573825","2026","404","404","0"
"Condominium Project","46","PR1S005835","MARINER POINTE","760 SEXTANT DR","","SANIBEL ISLAND","FL","339573825","2024","404","488.84","0"
"Condominium Project","53","PR1U006768","MARINER SANDS CLUB VILLAS, A CONDO","6500 SE MARINER SANDS DR","","STUART","FL","349978799","2022","96","96","0"
"Condominium Project","53","PR1U006768","MARINER SANDS CLUB VILLAS, A CONDO","6500 SE MARINER SANDS DR","","STUART","FL","349978799","2023","96","96","0"
"Condominium Project","53","PR1U006768","MARINER SANDS CLUB VILLAS, A CONDO","6500 SE MARINER SANDS DR","","STUART","FL","349978799","2024","96","96","0"
"Condominium Project","53","PR1U006768","MARINER SANDS CLUB VILLAS, A CONDO","6500 SE MARINER SANDS DR","","STUART","FL","349978799","2025","96","96","0"
"Condominium Project","53","PR1U006768","MARINER SANDS CLUB VILLAS, A CONDO","6500 SE MARINER SANDS DR","","STUART","FL","349978799","2026","96","96","0"
"Condominium Project","62","PR1M011511","MARINER VILLAGE CLUSTER CONDO","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2026","16","16","0"
"Condominium Project","62","PR1M011511","MARINER VILLAGE CLUSTER CONDO","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2025","16","16","0"
"Condominium Project","62","PR1M011511","MARINER VILLAGE CLUSTER CONDO","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2024","16","16","0"
"Condominium Project","62","PR1M011511","MARINER VILLAGE CLUSTER CONDO","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2022","16","16","0"
"Condominium Project","62","PR1M011511","MARINER VILLAGE CLUSTER CONDO","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2023","16","16","0"
"Condominium Project","23","PR1M014737","MARINER VILLAGE GARDEN CONDO '1'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2023","96","96","0"
"Condominium Project","23","PR1M014737","MARINER VILLAGE GARDEN CONDO '1'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2022","96","96","0"
"Condominium Project","23","PR1M014737","MARINER VILLAGE GARDEN CONDO '1'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2025","96","96","0"
"Condominium Project","23","PR1M014737","MARINER VILLAGE GARDEN CONDO '1'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2024","96","96","0"
"Condominium Project","23","PR1M014737","MARINER VILLAGE GARDEN CONDO '1'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2026","96","96","0"
"Condominium Project","23","PR1M014738","MARINER VILLAGE GARDEN CONDO '2'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2026","96","96","0"
"Condominium Project","23","PR1M014738","MARINER VILLAGE GARDEN CONDO '2'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2024","96","96","0"
"Condominium Project","23","PR1M014738","MARINER VILLAGE GARDEN CONDO '2'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2025","96","96","0"
"Condominium Project","23","PR1M014738","MARINER VILLAGE GARDEN CONDO '2'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2022","96","96","0"
"Condominium Project","23","PR1M014738","MARINER VILLAGE GARDEN CONDO '2'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2023","96","96","0"
"Condominium Project","23","PR1M014739","MARINER VILLAGE GARDEN CONDO '3'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2023","160","160","0"
"Condominium Project","23","PR1M014739","MARINER VILLAGE GARDEN CONDO '3'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2022","160","160","0"
"Condominium Project","23","PR1M014739","MARINER VILLAGE GARDEN CONDO '3'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2025","160","160","0"
"Condominium Project","23","PR1M014739","MARINER VILLAGE GARDEN CONDO '3'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2024","160","160","0"
"Condominium Project","23","PR1M014739","MARINER VILLAGE GARDEN CONDO '3'","2840 NE 207TH ST","","NORTH MIAMI BEACH","FL","331801462","2026","160","160","0"
"Condominium Project","23","PR1M014740","MARINER VILLAGE GARDEN CONDO '4'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2026","64","64","0"
"Condominium Project","23","PR1M014740","MARINER VILLAGE GARDEN CONDO '4'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2024","64","64","0"
"Condominium Project","23","PR1M014740","MARINER VILLAGE GARDEN CONDO '4'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2025","64","64","0"
"Condominium Project","23","PR1M014740","MARINER VILLAGE GARDEN CONDO '4'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2022","64","64","0"
"Condominium Project","23","PR1M014740","MARINER VILLAGE GARDEN CONDO '4'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2023","64","64","0"
"Condominium Project","23","PR1M014741","MARINER VILLAGE GARDEN CONDO '5'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2023","96","96","0"
"Condominium Project","23","PR1M014741","MARINER VILLAGE GARDEN CONDO '5'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2022","96","96","0"
"Condominium Project","23","PR1M014741","MARINER VILLAGE GARDEN CONDO '5'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2025","96","96","0"
"Condominium Project","23","PR1M014741","MARINER VILLAGE GARDEN CONDO '5'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2024","96","96","0"
"Condominium Project","23","PR1M014741","MARINER VILLAGE GARDEN CONDO '5'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2026","96","96","0"
"Condominium Project","23","PR1M014742","MARINER VILLAGE GARDEN CONDO '6'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2026","100","100","0"
"Condominium Project","23","PR1M014742","MARINER VILLAGE GARDEN CONDO '6'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2024","100","100","0"
"Condominium Project","23","PR1M014742","MARINER VILLAGE GARDEN CONDO '6'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2025","100","100","0"
"Condominium Project","23","PR1M014742","MARINER VILLAGE GARDEN CONDO '6'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2022","100","100","0"
"Condominium Project","23","PR1M014742","MARINER VILLAGE GARDEN CONDO '6'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2023","100","100","0"
"Condominium Project","23","PR1M014743","MARINER VILLAGE GARDEN CONDO '7'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2023","92","92","0"
"Condominium Project","23","PR1M014743","MARINER VILLAGE GARDEN CONDO '7'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2022","92","92","0"
"Condominium Project","23","PR1M014743","MARINER VILLAGE GARDEN CONDO '7'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2025","92","92","0"
"Condominium Project","23","PR1M014743","MARINER VILLAGE GARDEN CONDO '7'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2024","92","92","0"
"Condominium Project","23","PR1M014743","MARINER VILLAGE GARDEN CONDO '7'","3621 NE 207TH STREET","","NORTH MIAMI BEACH","FL","33180","2026","92","92","0"
"Condominium Project","62","PR1M006784","MARINER VILLAGE NORTHWEST","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2026","","",""
"Condominium Project","62","PR1M006784","MARINER VILLAGE NORTHWEST","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2025","512","512","0"
"Condominium Project","62","PR1M006784","MARINER VILLAGE NORTHWEST","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2023","512","512","0"
"Condominium Project","62","PR1M006784","MARINER VILLAGE NORTHWEST","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2022","512","512","0"
"Condominium Project","62","PR1M006784","MARINER VILLAGE NORTHWEST","27 W KLOSTERMAN RD","","TARPON SPRINGS","FL","346899633","2024","512","512","0"
"Condominium Project","53","PR72333","MARINER VILLAGE OF MARTIN COUNTY CONDO","US 1 & SOUTHEAST DEVENWOOD WAY","","STUART","FL","34997","2022","416","416","0"
"Condominium Project","53","PR72333","MARINER VILLAGE OF MARTIN COUNTY CONDO","US 1 & SOUTHEAST DEVENWOOD WAY","","STUART","FL","34997","2023","416","416","0"
"Condominium Project","53","PR72333","MARINER VILLAGE OF MARTIN COUNTY CONDO","US 1 & SOUTHEAST DEVENWOOD WAY","","STUART","FL","34997","2024","416","416","0"
"Condominium Project","53","PR72333","MARINER VILLAGE OF MARTIN COUNTY CONDO","US 1 & SOUTHEAST DEVENWOOD WAY","","STUART","FL","34997","2025","416","416","0"
"Condominium Project","53","PR72333","MARINER VILLAGE OF MARTIN COUNTY CONDO","US 1 & SOUTHEAST DEVENWOOD WAY","","STUART","FL","34997","2026","416","416","0"
"Condominium Project","23","PR1M010691","MARINER VILLAGE TOWNHOUSE CONDO NO ONE","2840 NE 207TH ST","","MIAMI","FL","331801462","2025","96","96","0"
"Condominium Project","23","PR1M010691","MARINER VILLAGE TOWNHOUSE CONDO NO ONE","2840 NE 207TH ST","","MIAMI","FL","331801462","2022","96","96","0"
